Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	A_1 Spectral Count	A_2 Spectral Count	A_3 Spectral Count	B_1 Spectral Count	B_2 Spectral Count	B_3 Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	D_1 Spectral Count	D_2 Spectral Count	D_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	A_1 Unique Spectral Count	A_2 Unique Spectral Count	A_3 Unique Spectral Count	B_1 Unique Spectral Count	B_2 Unique Spectral Count	B_3 Unique Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	D_1 Unique Spectral Count	D_2 Unique Spectral Count	D_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	A_1 Total Spectral Count	A_2 Total Spectral Count	A_3 Total Spectral Count	B_1 Total Spectral Count	B_2 Total Spectral Count	B_3 Total Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	D_1 Total Spectral Count	D_2 Total Spectral Count	D_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	A_1 Intensity	A_2 Intensity	A_3 Intensity	B_1 Intensity	B_2 Intensity	B_3 Intensity	C_1 Intensity	C_2 Intensity	C_3 Intensity	D_1 Intensity	D_2 Intensity	D_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	A_1 Unique Intensity	A_2 Unique Intensity	A_3 Unique Intensity	B_1 Unique Intensity	B_2 Unique Intensity	B_3 Unique Intensity	C_1 Unique Intensity	C_2 Unique Intensity	C_3 Unique Intensity	D_1 Unique Intensity	D_2 Unique Intensity	D_3 Unique Intensity	E_1 Unique Intensity	E_2 Unique Intensity	E_3 Unique Intensity	A_1 Total Intensity	A_2 Total Intensity	A_3 Total Intensity	B_1 Total Intensity	B_2 Total Intensity	B_3 Total Intensity	C_1 Total Intensity	C_2 Total Intensity	C_3 Total Intensity	D_1 Total Intensity	D_2 Total Intensity	D_3 Total Intensity	E_1 Total Intensity	E_2 Total Intensity	E_3 Total Intensity	A_1 MaxLFQ Intensity	A_2 MaxLFQ Intensity	A_3 MaxLFQ Intensity	B_1 MaxLFQ Intensity	B_2 MaxLFQ Intensity	B_3 MaxLFQ Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	D_1 MaxLFQ Intensity	D_2 MaxLFQ Intensity	D_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	A_1 MaxLFQ Unique Intensity	A_2 MaxLFQ Unique Intensity	A_3 MaxLFQ Unique Intensity	B_1 MaxLFQ Unique Intensity	B_2 MaxLFQ Unique Intensity	B_3 MaxLFQ Unique Intensity	C_1 MaxLFQ Unique Intensity	C_2 MaxLFQ Unique Intensity	C_3 MaxLFQ Unique Intensity	D_1 MaxLFQ Unique Intensity	D_2 MaxLFQ Unique Intensity	D_3 MaxLFQ Unique Intensity	E_1 MaxLFQ Unique Intensity	E_2 MaxLFQ Unique Intensity	E_3 MaxLFQ Unique Intensity	A_1 MaxLFQ Total Intensity	A_2 MaxLFQ Total Intensity	A_3 MaxLFQ Total Intensity	B_1 MaxLFQ Total Intensity	B_2 MaxLFQ Total Intensity	B_3 MaxLFQ Total Intensity	C_1 MaxLFQ Total Intensity	C_2 MaxLFQ Total Intensity	C_3 MaxLFQ Total Intensity	D_1 MaxLFQ Total Intensity	D_2 MaxLFQ Total Intensity	D_3 MaxLFQ Total Intensity	E_1 MaxLFQ Total Intensity	E_2 MaxLFQ Total Intensity	E_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|P00167|CYB5_HUMAN	P00167	CYB5_HUMAN	CYB5A	134	17.20	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b5	1.0000	0.9990	2	11	11	11	0	0	0	0	0	0	1	0	0	3	2	0	1	2	2	0	0	0	0	0	0	1	0	0	3	2	0	1	2	2	0	0	0	0	0	0	1	0	0	3	2	0	1	2	2	0.0	0.0	947356.4	2299330.5	3211877.0	5058708.0	1.2825309E7	1.1457157E7	7105583.0	5.1714092E7	4.5683296E7	1.856835E7	1.73195952E8	1.71064624E8	1.88126128E8	0.0	0.0	947356.4	2299330.5	3211877.0	5058708.0	1.2825309E7	1.1457157E7	7105583.0	5.1714092E7	4.5683296E7	1.856835E7	1.73195952E8	1.71064624E8	1.88126128E8	0.0	0.0	947356.4	2299330.5	3211877.0	5058708.0	1.2825309E7	1.1457157E7	7105583.0	5.1714092E7	4.5683296E7	1.856835E7	1.73195952E8	1.71064624E8	1.88126128E8	0.0	0.0	954918.06	2317683.5	3237514.0	3363391.8	9421574.0	8369283.5	5061245.0	3.7687608E7	3.4153E7	1.6340441E7	1.33141936E8	1.27787152E8	1.41972752E8	0.0	0.0	954918.06	2317683.5	3237514.0	3363391.8	9421574.0	8369283.5	5061245.0	3.7687608E7	3.4153E7	1.6340441E7	1.33141936E8	1.27787152E8	1.41972752E8	0.0	0.0	954918.06	2317683.5	3237514.0	3363391.8	9421574.0	8369283.5	5061245.0	3.7687608E7	3.4153E7	1.6340441E7	1.33141936E8	1.27787152E8	1.41972752E8	
sp|P00358|G3P2_YEAST	P00358	G3P2_YEAST	TDH2	332	62.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase 2 -	1.0000	0.9985	26	30	24	499	0	0	2	3	2	1	3	2	2	2	2	1	4	3	3	0	0	2	3	2	1	3	2	2	2	2	1	1	1	2	35	27	36	35	31	33	34	35	31	35	38	34	32	30	33	1.494688E8	9.9013576E7	1.5068744E8	1.54341664E8	1.42529728E8	1.51926176E8	1.60193808E8	1.5805568E8	1.65128736E8	1.55259152E8	1.54457456E8	1.5849264E8	1.36571312E8	1.4215776E8	9.304132E7	1.494688E8	9.9013576E7	1.5068744E8	1.54341664E8	1.42529728E8	1.51926176E8	1.60193808E8	1.5805568E8	1.65128736E8	1.55259152E8	1.54457456E8	1.5849264E8	1.36571312E8	1.4215776E8	9.304132E7	4.03888179E9	3.28255898E9	4.02779264E9	3.87749069E9	3.9294848E9	2.88937498E9	3.96929229E9	3.92283699E9	4.04666854E9	4.04032563E9	3.84927002E9	3.94880896E9	3.92007424E9	3.97962982E9	3.50565632E9	1.06767096E8	8.673436E7	1.16532024E8	1.14880416E8	1.13238888E8	1.3117436E8	1.1528396E8	1.326988E8	1.38625568E8	1.07264888E8	1.2987044E8	1.24547328E8	9.4765816E7	1.02033176E8	8.1206768E7	1.06767096E8	8.673436E7	1.16532024E8	1.14880416E8	1.13238888E8	1.3117436E8	1.1528396E8	1.326988E8	1.38625568E8	1.07264888E8	1.2987044E8	1.24547328E8	9.8385944E7	1.05738464E8	7.5477808E7	1.69126272E9	1.29143066E9	1.7119849E9	1.6984151E9	1.63921139E9	1.57884813E9	1.6054583E9	1.56200102E9	1.33638118E9	1.69346662E9	1.76117158E9	1.57314304E9	1.64025843E9	1.64118477E9	1.46047245E9	
sp|P00359|G3P3_YEAST	P00359	G3P3_YEAST	TDH3	332	69.60	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase 3 -	1.0000	0.9990	30	577	97	577	42	33	39	42	36	37	38	37	34	39	45	40	42	35	38	6	5	5	9	6	5	6	4	4	5	8	7	13	7	7	42	33	39	42	36	37	38	37	34	39	45	40	42	35	38	4.03888179E9	3.28255898E9	4.02779264E9	3.87749069E9	3.9294848E9	2.88937498E9	3.96929229E9	3.92283699E9	4.04666854E9	4.04032563E9	3.84927002E9	3.94880896E9	3.92007424E9	3.97962982E9	3.50565632E9	4.83671136E8	3.86909984E8	5.018192E8	5.5928544E8	4.82451424E8	4.914072E8	4.47255488E8	4.64884864E8	4.68118176E8	5.3717011E8	5.3766643E8	5.00452224E8	5.5809293E8	5.25842304E8	3.95984704E8	4.03888179E9	3.28255898E9	4.02779264E9	3.87749069E9	3.9294848E9	2.88937498E9	3.96929229E9	3.92283699E9	4.04666854E9	4.04032563E9	3.84927002E9	3.94880896E9	3.92007424E9	3.97962982E9	3.50565632E9	1.64306867E9	1.36069043E9	1.6891968E9	1.66843059E9	1.61970355E9	1.5562199E9	1.56417267E9	1.54989248E9	1.43466022E9	1.70146291E9	1.73952934E9	1.58002611E9	1.69250586E9	1.67880973E9	1.38428698E9	2.31824016E8	2.49352912E8	2.68103568E8	2.34544928E8	2.41296464E8	2.44823312E8	2.29123808E8	2.48773456E8	2.54794848E8	2.5776504E8	2.66496944E8	2.57778272E8	2.80235008E8	2.6790064E8	1.77671744E8	1.64306867E9	1.36069043E9	1.6891968E9	1.66843059E9	1.61970355E9	1.5562199E9	1.56417267E9	1.54989248E9	1.43466022E9	1.70146291E9	1.73952934E9	1.58002611E9	1.69250586E9	1.67880973E9	1.38428698E9	
sp|P00360|G3P1_YEAST	P00360	G3P1_YEAST	TDH1	332	59.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase 1 -	1.0000	0.9990	19	40	40	228	4	2	4	5	4	2	3	1	2	2	4	2	1	3	1	4	2	4	5	4	2	3	1	2	2	4	2	1	3	1	18	14	17	19	14	15	14	13	12	15	17	13	16	16	15	5146797.0	6838409.5	6553725.0	5530721.0	6593590.5	5554840.0	5828045.5	4438878.5	6072349.0	6667005.0	7496829.0	7235858.0	8475006.0	1.1130211E7	1.1040055E7	5146797.0	6838409.5	6553725.0	5530721.0	6593590.5	5554840.0	5828045.5	4438878.5	6072349.0	6667005.0	7496829.0	7235858.0	8475006.0	1.1130211E7	1.1040055E7	3.23980109E9	2.34576794E9	3.2243049E9	3.14238848E9	3.1888087E9	2.39493171E9	3.20627098E9	3.16402406E9	3.32004198E9	3.18763981E9	3.01867776E9	3.10233856E9	2.98715034E9	2.97403213E9	2.6547095E9	2766985.2	3573035.5	2924285.2	2800422.0	3023363.0	3328663.2	2801737.5	2317635.0	2398707.8	3070232.5	3461936.0	2849186.8	3714941.0	5110156.0	6289998.5	2766985.2	3573035.5	2924285.2	2800422.0	3023363.0	3328663.2	2801737.5	2317635.0	2398707.8	3070232.5	3461936.0	2849186.8	3714941.0	5110156.0	6289998.5	1.30193882E9	1.23297306E9	1.35953549E9	1.3302729E9	1.2953664E9	1.3177449E9	1.37214362E9	1.22873382E9	1.08308096E9	1.38456499E9	1.45201651E9	1.27346957E9	1.28107955E9	1.39038413E9	1.19267994E9	
sp|P00441|SODC_HUMAN	P00441	SODC_HUMAN	SOD1	154	93.50	Homo sapiens	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn]	1.0000	0.9990	11	66	66	66	0	0	0	1	0	1	3	2	3	8	8	8	12	9	11	0	0	0	1	0	1	3	2	3	8	8	8	12	9	11	0	0	0	1	0	1	3	2	3	8	8	8	12	9	11	0.0	1679800.8	524093.0	5533898.0	5458576.0	5270588.0	2.175614E7	2.1717458E7	2.02866E7	7.0657288E7	4.5104632E7	6.7305344E7	1.9561496E8	2.1926736E8	1.82032128E8	0.0	1679800.8	524093.0	5533898.0	5458576.0	5270588.0	2.175614E7	2.1717458E7	2.02866E7	7.0657288E7	4.5104632E7	6.7305344E7	1.9561496E8	2.1926736E8	1.82032128E8	0.0	1679800.8	524093.0	5533898.0	5458576.0	5270588.0	2.175614E7	2.1717458E7	2.02866E7	7.0657288E7	4.5104632E7	6.7305344E7	1.9561496E8	2.1926736E8	1.82032128E8	0.0	1129918.6	538887.1	2677464.8	2584983.8	2440219.8	9446376.0	9167210.0	9439388.0	2.9375144E7	2.9512272E7	3.0877216E7	9.892892E7	1.10005768E8	9.1735608E7	0.0	1129918.6	538887.1	2677464.8	2584983.8	2440219.8	9446376.0	9167210.0	9439388.0	2.9375144E7	2.9512272E7	3.0877216E7	9.892892E7	1.10005768E8	9.1735608E7	0.0	1129918.6	538887.1	2677464.8	2584983.8	2440219.8	9446376.0	9167210.0	9439388.0	2.9375144E7	2.9512272E7	3.0877216E7	9.892892E7	1.10005768E8	9.1735608E7	
sp|P00445|SODC_YEAST	P00445	SODC_YEAST	SOD1	154	71.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Superoxide dismutase [Cu-Zn] -	1.0000	0.9990	10	124	124	124	9	10	10	9	8	10	7	8	9	7	9	9	7	6	6	9	10	10	9	8	10	7	8	9	7	9	9	7	6	6	9	10	10	9	8	10	7	8	9	7	9	9	7	6	6	1.33608904E8	9.8410304E7	1.31934816E8	1.27263192E8	1.28761864E8	1.1900584E8	1.29381984E8	1.24702552E8	9.1383536E7	1.3368624E8	1.28710448E8	1.26556136E8	1.2351056E8	1.2593684E8	1.22163696E8	1.33608904E8	9.8410304E7	1.31934816E8	1.27263192E8	1.28761864E8	1.1900584E8	1.29381984E8	1.24702552E8	9.1383536E7	1.3368624E8	1.28710448E8	1.26556136E8	1.2351056E8	1.2593684E8	1.22163696E8	1.33608904E8	9.8410304E7	1.31934816E8	1.27263192E8	1.28761864E8	1.1900584E8	1.29381984E8	1.24702552E8	9.1383536E7	1.3368624E8	1.28710448E8	1.26556136E8	1.2351056E8	1.2593684E8	1.22163696E8	6.386212E7	4.479248E7	6.5989256E7	6.2881844E7	6.5979936E7	6.4473488E7	6.1706764E7	6.4612364E7	5.8423696E7	6.6122448E7	6.7416216E7	6.284648E7	6.275774E7	6.2006104E7	6.2667396E7	6.386212E7	4.479248E7	6.5989256E7	6.2881844E7	6.5979936E7	6.4473488E7	6.1706764E7	6.4612364E7	5.8423696E7	6.6122448E7	6.7416216E7	6.284648E7	6.275774E7	6.2006104E7	6.2667396E7	6.386212E7	4.479248E7	6.5989256E7	6.2881844E7	6.5979936E7	6.4473488E7	6.1706764E7	6.4612364E7	5.8423696E7	6.6122448E7	6.7416216E7	6.284648E7	6.275774E7	6.2006104E7	6.2667396E7	
sp|P00498|HIS1_YEAST	P00498	HIS1_YEAST	HIS1	297	21.90	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	ATP phosphoribosyltransferase -	1.0000	0.9990	6	45	45	45	4	2	4	3	4	3	4	5	2	4	5	2	1	0	2	4	2	4	3	4	3	4	5	2	4	5	2	1	0	2	4	2	4	3	4	3	4	5	2	4	5	2	1	0	2	1.0221532E7	8986986.0	1.1605556E7	1.0740948E7	1.2995372E7	1.31521E7	8558826.0	8143780.5	7173898.5	1.2818285E7	1.2160961E7	1.2614496E7	1.4758328E7	1.3114986E7	1.2720487E7	1.0221532E7	8986986.0	1.1605556E7	1.0740948E7	1.2995372E7	1.31521E7	8558826.0	8143780.5	7173898.5	1.2818285E7	1.2160961E7	1.2614496E7	1.4758328E7	1.3114986E7	1.2720487E7	1.0221532E7	8986986.0	1.1605556E7	1.0740948E7	1.2995372E7	1.31521E7	8558826.0	8143780.5	7173898.5	1.2818285E7	1.2160961E7	1.2614496E7	1.4758328E7	1.3114986E7	1.2720487E7	6126731.0	6756316.5	6862508.5	6527955.0	7147378.5	7028501.0	6102644.0	5298154.5	5965223.5	7166287.0	6334059.5	7633068.0	7000721.0	8970952.0	7313831.0	6126731.0	6756316.5	6862508.5	6527955.0	7147378.5	7028501.0	6102644.0	5298154.5	5965223.5	7166287.0	6334059.5	7633068.0	7000721.0	8970952.0	7313831.0	6126731.0	6756316.5	6862508.5	6527955.0	7147378.5	7028501.0	6102644.0	5298154.5	5965223.5	7166287.0	6334059.5	7633068.0	7000721.0	8970952.0	7313831.0	
sp|P00549|KPYK1_YEAST	P00549	KPYK1_YEAST	CDC19	500	76.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Pyruvate kinase 1 -	1.0000	0.9990	44	696	659	696	46	43	45	51	46	43	42	43	42	48	55	40	52	49	51	43	40	43	47	44	41	40	41	39	46	52	38	50	46	49	46	43	45	51	46	43	42	43	42	48	55	40	52	49	51	1.18680064E9	9.7057088E8	1.15270106E9	1.15185485E9	1.13373594E9	1.12059814E9	1.1434528E9	1.08012454E9	9.5544909E8	1.18991462E9	1.05728883E9	1.04554726E9	1.07039962E9	1.07200742E9	8.6603814E8	1.09607821E9	9.1261722E8	1.06399437E9	1.08290611E9	1.07945805E9	1.08892403E9	1.06680218E9	9.9960205E8	1.10857114E9	1.15181312E9	1.01103155E9	9.8645818E8	1.02330918E9	1.04536794E9	8.8962643E8	1.18680064E9	9.7057088E8	1.15270106E9	1.15185485E9	1.13373594E9	1.12059814E9	1.1434528E9	1.08012454E9	9.5544909E8	1.18991462E9	1.05728883E9	1.04554726E9	1.07039962E9	1.07200742E9	8.6603814E8	4.1178608E8	3.84612256E8	4.10785792E8	4.2964576E8	4.33248032E8	3.98869568E8	3.3499216E8	3.22421152E8	3.08396512E8	4.48083104E8	4.424056E8	4.00476576E8	5.0384368E8	4.39101472E8	4.8666656E8	4.0884224E8	3.78127456E8	4.08849696E8	4.2883664E8	4.3083296E8	4.01129632E8	3.27363904E8	3.17206336E8	2.91690464E8	4.504584E8	4.46642752E8	4.05482336E8	5.1757552E8	4.33843776E8	5.02588128E8	4.1178608E8	3.84612256E8	4.10785792E8	4.2964576E8	4.33248032E8	3.98869568E8	3.3499216E8	3.22421152E8	3.08396512E8	4.48083104E8	4.424056E8	4.00476576E8	5.0384368E8	4.39101472E8	4.8666656E8	
sp|P00560|PGK_YEAST	P00560	PGK_YEAST	PGK1	416	76.00	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Phosphoglycerate kinase -	1.0000	0.9990	31	427	427	427	33	27	26	29	28	32	24	27	23	27	32	28	34	27	30	33	27	26	29	28	32	24	27	23	27	32	28	34	27	30	33	27	26	29	28	32	24	27	23	27	32	28	34	27	30	8.9268518E8	4.99807456E8	8.8191245E8	8.6809056E8	8.644976E8	5.8504026E8	9.2185101E8	8.4383437E8	8.317833E8	9.1991552E8	8.5066003E8	9.034615E8	8.601273E8	8.9776448E8	8.235991E8	8.9268518E8	4.99807456E8	8.8191245E8	8.6809056E8	8.644976E8	5.8504026E8	9.2185101E8	8.4383437E8	8.317833E8	9.1991552E8	8.5066003E8	9.034615E8	8.601273E8	8.9776448E8	8.235991E8	8.9268518E8	4.99807456E8	8.8191245E8	8.6809056E8	8.644976E8	5.8504026E8	9.2185101E8	8.4383437E8	8.317833E8	9.1991552E8	8.5066003E8	9.034615E8	8.601273E8	8.9776448E8	8.235991E8	3.1712512E8	2.94684096E8	3.1902816E8	3.19632992E8	3.28754656E8	3.07623968E8	2.83279968E8	2.64121072E8	2.20856464E8	3.3646768E8	3.38882368E8	3.05890208E8	3.53827488E8	3.14360928E8	3.44006112E8	3.1712512E8	2.94684096E8	3.1902816E8	3.19632992E8	3.28754656E8	3.07623968E8	2.83279968E8	2.64121072E8	2.20856464E8	3.3646768E8	3.38882368E8	3.05890208E8	3.53827488E8	3.14360928E8	3.44006112E8	3.1712512E8	2.94684096E8	3.1902816E8	3.19632992E8	3.28754656E8	3.07623968E8	2.83279968E8	2.64121072E8	2.20856464E8	3.3646768E8	3.38882368E8	3.05890208E8	3.53827488E8	3.14360928E8	3.44006112E8	
sp|P00709|LALBA_HUMAN	P00709	LALBA_HUMAN	LALBA	142	48.60	Homo sapiens	1:Experimental evidence at protein level	Alpha-lactalbumin	1.0000	0.9990	10	55	55	55	1	1	1	2	2	1	2	2	1	3	2	2	10	11	14	1	1	1	2	2	1	2	2	1	3	2	2	10	11	14	1	1	1	2	2	1	2	2	1	3	2	2	10	11	14	4309065.0	4714752.0	3903544.5	1.6951062E7	1.5714081E7	1.1630445E7	4.9477856E7	3.5309336E7	3.285291E7	1.97088944E8	1.52818336E8	1.83534272E8	5.0237024E8	4.32971104E8	4.54175232E8	4309065.0	4714752.0	3903544.5	1.6951062E7	1.5714081E7	1.1630445E7	4.9477856E7	3.5309336E7	3.285291E7	1.97088944E8	1.52818336E8	1.83534272E8	5.0237024E8	4.32971104E8	4.54175232E8	4309065.0	4714752.0	3903544.5	1.6951062E7	1.5714081E7	1.1630445E7	4.9477856E7	3.5309336E7	3.285291E7	1.97088944E8	1.52818336E8	1.83534272E8	5.0237024E8	4.32971104E8	4.54175232E8	2588112.5	2761465.8	2408406.8	8227244.0	7756181.5	7954958.0	2.0665586E7	1.907048E7	1.7034138E7	8.75602E7	6.9401488E7	8.571976E7	2.463788E8	2.05291424E8	2.33572144E8	2588112.5	2761465.8	2408406.8	8227244.0	7756181.5	7954958.0	2.0665586E7	1.907048E7	1.7034138E7	8.75602E7	6.9401488E7	8.571976E7	2.463788E8	2.05291424E8	2.33572144E8	2588112.5	2761465.8	2408406.8	8227244.0	7756181.5	7954958.0	2.0665586E7	1.907048E7	1.7034138E7	8.75602E7	6.9401488E7	8.571976E7	2.463788E8	2.05291424E8	2.33572144E8	
sp|P00812|ARGI_YEAST	P00812	ARGI_YEAST	CAR1	333	20.70	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Arginase -	1.0000	0.9990	5	40	40	40	3	3	4	4	4	2	2	3	3	1	2	3	2	1	3	3	3	4	4	4	2	2	3	3	1	2	3	2	1	3	3	3	4	4	4	2	2	3	3	1	2	3	2	1	3	9014356.0	4613434.0	1.0497608E7	4144064.5	8844489.0	5480596.5	8313232.0	1990572.6	5866903.0	5890069.0	8007134.0	7647815.5	7533848.0	7851612.0	6296967.5	9014356.0	4613434.0	1.0497608E7	4144064.5	8844489.0	5480596.5	8313232.0	1990572.6	5866903.0	5890069.0	8007134.0	7647815.5	7533848.0	7851612.0	6296967.5	9014356.0	4613434.0	1.0497608E7	4144064.5	8844489.0	5480596.5	8313232.0	1990572.6	5866903.0	5890069.0	8007134.0	7647815.5	7533848.0	7851612.0	6296967.5	3698290.8	3383489.8	3734374.2	3098650.2	3435531.8	3600122.8	3321878.0	3086297.2	3121272.2	3074411.5	3767722.5	3198941.8	3825430.8	3494746.2	3007385.0	3698290.8	3383489.8	3734374.2	3098650.2	3435531.8	3600122.8	3321878.0	3086297.2	3121272.2	3074411.5	3767722.5	3198941.8	3825430.8	3494746.2	3007385.0	3698290.8	3383489.8	3734374.2	3098650.2	3435531.8	3600122.8	3321878.0	3086297.2	3121272.2	3074411.5	3767722.5	3198941.8	3825430.8	3494746.2	3007385.0	
sp|P00815|HIS2_YEAST	P00815	HIS2_YEAST	HIS4	799	31.90	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Histidine biosynthesis trifunctional protein -	1.0000	0.9990	17	102	102	102	10	8	5	10	8	8	7	3	5	8	7	7	8	3	5	10	8	5	10	8	8	7	3	5	8	7	7	8	3	5	10	8	5	10	8	8	7	3	5	8	7	7	8	3	5	1.0252048E7	1.3578904E7	1.0215755E7	4723763.0	1.1660886E7	1.2566613E7	1.0866865E7	9953430.0	3045208.0	1.189212E7	1.0002895E7	1.0494998E7	1.0599357E7	1.2055588E7	9352403.0	1.0252048E7	1.3578904E7	1.0215755E7	4723763.0	1.1660886E7	1.2566613E7	1.0866865E7	9953430.0	3045208.0	1.189212E7	1.0002895E7	1.0494998E7	1.0599357E7	1.2055588E7	9352403.0	1.0252048E7	1.3578904E7	1.0215755E7	4723763.0	1.1660886E7	1.2566613E7	1.0866865E7	9953430.0	3045208.0	1.189212E7	1.0002895E7	1.0494998E7	1.0599357E7	1.2055588E7	9352403.0	4413539.5	4730076.0	4522030.5	4008136.5	4447468.5	4504735.0	4215848.5	4645534.0	4572320.0	4767455.5	4709184.5	4519760.5	5277357.0	5480579.0	4453735.0	4413539.5	4730076.0	4522030.5	4008136.5	4447468.5	4504735.0	4215848.5	4645534.0	4572320.0	4767455.5	4709184.5	4519760.5	5277357.0	5480579.0	4453735.0	4413539.5	4730076.0	4522030.5	4008136.5	4447468.5	4504735.0	4215848.5	4645534.0	4572320.0	4767455.5	4709184.5	4519760.5	5277357.0	5480579.0	4453735.0	
sp|P00817|IPYR_YEAST	P00817	IPYR_YEAST	IPP1	287	50.50	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	1:Experimental evidence at protein level	Inorganic pyrophosphatase -	1.0000	0.9990	14	172	172	172	16	11	14	12	10	12	11	13	13	11	11	10	8	9	11	16	11	14	12	10	12	11	13	13	11	11	10	8	9	11	16	11	14	12	10	12	11	13	13	11	11	10	8	9	11	1.225488E8	8.4394416E7	1.50574272E8	1.266032E8	1.57796192E8	1.36046752E8	7.6853648E7	1.16752656E8	1.14542008E8	1.14777024E8	1.4634008E8	8.3730528E7	1.08293984E8	1.710872E8	1.03898936E8	1.225488E8	8.4394416E7	1.50574272E8	1.266032E8	1.57796192E8	1.36046752E8	7.6853648E7	1.16752656E8	1.14542008E8	1.14777024E8	1.4634008E8	8.3730528E7	1.08293984E8	1.710872E8	1.03898936E8	1.225488E8	8.4394416E7	1.50574272E8	1.266032E8	1.57796192E8	1.36046752E8	7.6853648E7	1.16752656E8	1.14542008E8	1.14777024E8	1.4634008E8	8.3730528E7	1.08293984E8	1.710872E8	1.03898936E8	5.5481892E7	5.0633168E7	5.5938696E7	5.3142716E7	5.7551364E7	4.7499632E7	4.268542E7	4.2855324E7	4.0352976E7	5.4125496E7	5.6126332E7	4.9991936E7	5.7711484E7	5.978278E7	5.7099488E7	5.5481892E7	5.0633168E7	5.5938696E7	5.3142716E7	5.7551364E7	4.7499632E7	4.268542E7	4.2855324E7	4.0352976E7	5.4125496E7	5.6126332E7	4.9991936E7	5.7711484E7	5.978278E7	5.7099488E7	5.5481892E7	5.0633168E7	5.5938696E7	5.3142716E7	5.7551364E7	4.7499632E7	4.268542E7	4.2855324E7	4.0352976E7	5.4125496E7	5.6126332E7	4.9991936E7	5.7711484E7	5.978278E7	5.7099488E7	
